# Program:featureCounts v1.5.0-p1; Command:"featureCounts" "-T" "6" "-t" "exon" "-g" "gene_id" "-a" "./GTF_File/PT_genome_merged_DN001.gtf" "-o" "LHCX_result.txt" "./SamFile/Merged_WT_LL_1.sam" "./SamFile/Merged_WT_LL_2.sam" "./SamFile/Merged_WT_LL_3.sam" "./SamFile/Merged_WT_HL_1.sam" "./SamFile/Merged_WT_HL_2.sam" "./SamFile/Merged_WT_HL_3.sam" "./SamFile/Merged_LHCX_LL_1.sam" "./SamFile/Merged_LHCX_LL_2.sam" "./SamFile/Merged_LHCX_LL_3.sam" "./SamFile/Merged_LHCX_HL_1.sam" "./SamFile/Merged_LHCX_HL_2.sam" "./SamFile/Merged_LHCX_HL_3.sam" 
Geneid	Chr	Start	End	Strand	Length	./SamFile/Merged_WT_LL_1.sam	./SamFile/Merged_WT_LL_2.sam	./SamFile/Merged_WT_LL_3.sam	./SamFile/Merged_WT_HL_1.sam	./SamFile/Merged_WT_HL_2.sam	./SamFile/Merged_WT_HL_3.sam	./SamFile/Merged_LHCX_LL_1.sam	./SamFile/Merged_LHCX_LL_2.sam	./SamFile/Merged_LHCX_LL_3.sam	./SamFile/Merged_LHCX_HL_1.sam	./SamFile/Merged_LHCX_HL_2.sam	./SamFile/Merged_LHCX_HL_3.sam
Phatr3_J50093	26	419086	420525	+	1440	432	605	500	809	1095	818	471	2013	497	986	2755	1487
Phatr3_EG00194	26;26;26	423232;423657;425263	423528;425212;428701	-;-;-	5292	14	23	16	125	142	36	2	10	1	509	1731	1179
Phatr3_J40962	26;26	429766;430584	430517;432027	+;+	2196	0	0	0	0	0	0	0	0	0	2	0	0
Phatr3_J16493	26;26	432711;432982	432908;433482	+;+	699	572	431	434	357	635	370	476	2382	396	361	1340	583
Phatr3_EG01903	26;26	433960;436225	435681;436509	-;-	2007	137	154	146	157	343	147	71	429	68	236	803	489
Phatr3_EG01906	26;26;26	436989;437626;437926	437195;437753;438052	-;-;-	462	21	17	21	11	20	8	13	72	30	15	68	26
Phatr3_EG00185	26;26;26;26	438532;438773;439009;439082	438736;438980;439073;439143	-;-;-;-	540	327	296	275	193	332	119	287	1549	196	514	1821	931
Phatr3_EG00134	27	330	662	+	333	67	79	59	39	46	23	1	7	0	3	3	9
Phatr3_EG00129	27;27	1883;2034	1887;3093	+;+	1065	3	3	3	1	2	1	1	5	2	2	14	15
Phatr3_EG02585	27;27;27	4334;4726;5212	4645;5140;6407	-;-;-	1923	314	284	283	243	359	225	285	1446	233	272	953	535
Phatr3_J52661	27	6967	7854	+	888	136	133	139	113	163	93	115	606	92	110	458	205
Phatr3_J40967	27;27;27	8116;8881;9584	8792;9562;9601	-;-;-	1377	237	239	234	205	294	128	258	1370	186	209	758	444
Phatr3_EG02586	27	10697	15085	-	4389	2	4	3	2	2	3	0	0	0	63	186	90
Phatr3_EG02587	27	15104	16387	-	1284	0	1	2	0	2	1	0	3	0	8	26	22
Phatr3_EG00132	27;27;27;27	17949;19621;20973;21367	19290;20513;21296;23412	+;+;+;+	4605	2	4	1	3	4	1	0	0	0	21	95	60
Phatr3_J16632	27;27	24072;24784	24714;24971	+;+	831	184	184	181	76	121	80	170	805	104	108	371	190
Phatr3_J16599	27	25248	26132	-	885	308	242	255	280	388	246	213	1248	178	204	892	436
Phatr3_J50097	27;27	28563;29527	29452;29722	-;-	1086	196	151	202	161	255	193	155	947	119	185	659	330
Phatr3_J50098	27	30435	31460	-	1026	95	82	90	71	101	69	83	534	61	73	278	147
Phatr3_J55141	27	32818	33882	-	1065	201	186	234	202	276	425	188	751	215	131	524	257
Phatr3_J16608	27;27	34516;35746	35662;41021	+;+	6423	3638	3498	3713	3249	5409	3586	3772	17378	3664	3517	12570	6941
Phatr3_J16586	27;27	41125;42644	42550;43152	-;-	1935	1239	997	1130	1048	1449	1482	1486	6680	1078	1219	4349	2366
Phatr3_J16581	27;27;27;27	44925;45221;45695;46531	44979;45429;46442;47019	+;+;+;+	1501	1482	1396	1324	2653	4510	2025	2697	15815	1749	3915	14300	6281
Phatr3_J50103	27	47017	48702	-	1686	450	389	393	345	550	513	317	1909	368	288	1115	500
Phatr3_J30898	27;27	49373;50023	49872;50952	+;+	1430	544	478	622	580	918	520	584	2582	514	720	2481	1262
Phatr3_J40979	27	51322	52152	-	831	128	150	151	105	160	119	78	498	114	130	434	236
Phatr3_J50105	27	52640	53722	-	1083	106	89	103	86	157	84	63	263	78	240	875	327
Phatr3_J16615	27	56229	57632	-	1404	224	206	237	136	260	293	172	832	213	128	479	222
Phatr3_J50107	27	58554	59537	-	984	617	542	553	536	921	505	448	2322	422	596	2260	1148
Phatr3_J50108	27	60438	61715	-	1278	384	357	374	304	480	322	273	1458	233	212	886	432
Phatr3_J16560	27;27	62351;63732	63639;64068	+;+	1626	551	605	625	563	847	712	508	2595	349	394	1591	877
Phatr3_J30908	27	64350	67385	+	3036	743	695	703	538	803	544	538	2509	478	479	1693	873
Phatr3_J50111	27	67710	68507	+	798	367	317	332	239	382	212	269	1490	178	228	975	443
Phatr3_J50112	27	69136	70490	+	1355	294	300	341	299	394	242	353	1791	315	330	1090	577
Phatr3_J40988	27	70547	71617	-	1071	155	152	136	139	234	131	136	793	145	190	695	304
Phatr3_EG00141	27	72318	77795	-	5478	1	3	0	35	43	1	0	1	0	128	347	268
Phatr3_J50113	27	78942	80987	+	2046	1225	1216	1190	1024	1688	994	1065	5000	875	1094	3653	2067
Phatr3_J16633	27	81242	81940	-	699	875	751	861	1448	1621	1860	697	3507	517	591	2514	1240
Phatr3_J16592	27;27	82781;82918	82801;83679	+;+	783	460	542	528	336	544	703	342	1825	365	221	906	406
Phatr3_J30909	27	83885	84928	-	1044	348	297	310	260	358	285	294	1360	240	269	1108	551
Phatr3_J50115	27	85290	86696	+	1407	345	336	375	278	456	256	334	1718	287	379	1230	701
Phatr3_J40994	27;27;27	87122;88050;88629	87965;88533;88665	-;-;-	1365	38	27	21	55	62	20	21	174	27	84	288	144
Phatr3_J50116	27	91815	93455	-	1641	354	375	452	329	380	385	316	1606	328	243	957	507
Phatr3_J40996	27	94095	94721	+	627	177	122	170	37	66	55	154	693	161	92	359	134
Phatr3_J16649	27;27;27	94952;97029;98128	96938;97991;98474	-;-;-	3297	2162	2474	2532	2168	3265	2164	1444	7341	1359	1335	5233	3403
Phatr3_J40998	27;27	99511;100016	99881;100109	-;-	465	1279	1156	1108	1617	2250	1290	1078	6324	717	1229	4411	2343
Phatr3_J16571	27	100702	102642	+	1941	765	661	778	589	1024	766	486	2585	468	733	2546	1287
Phatr3_J23794	27;27;27	103422;103837;104208	103706;103925;104283	-;-;-	450	5103	3883	4039	4244	5685	3454	3727	19959	2962	6491	23478	12067
Phatr3_J50120	27;27	105531;105726	105637;106122	-;-	504	553	520	455	543	863	621	401	2009	362	517	1628	808
Phatr3_EG00127	27	106608	107249	+	642	295	289	297	309	457	332	215	1243	144	146	549	276
Phatr3_J41002	27	107494	108921	-	1428	276	287	315	311	544	551	190	1097	180	213	834	454
Phatr3_J41003	27	109278	110405	+	1128	669	584	519	589	1013	548	650	3065	480	561	2211	1087
Phatr3_J41004	27	110566	111726	-	1161	369	320	361	247	378	217	329	1464	306	351	1095	601
Phatr3_J23798	27	112312	114807	+	2496	2616	2349	2394	2563	3675	3108	2393	11807	1675	1667	5954	3326
Phatr3_J50123	27;27	114930;115511	115408;116555	-;-	1524	298	244	256	192	310	167	271	1292	286	377	1387	674
Phatr3_J50124	27;27;27;27;27;27	117088;121544;121664;122823;123205;124244	121475;121589;122744;123136;124168;124248	+;+;+;+;+;+	6798	901	1020	1049	1852	2995	1638	586	2890	537	1147	3694	2165
Phatr3_J41008	27	124264	126735	-	2472	272	293	321	287	381	311	246	1110	197	295	935	608
Phatr3_EG02213	27;27;27;27;27	127015;127433;128087;130793;131766	127063;127975;128806;131670;132481	+;+;+;+;+	2906	1142	1128	1133	866	1043	1176	847	4523	915	996	3479	1672
Phatr3_J41011	27	132600	134783	-	2184	273	261	288	329	503	469	128	730	163	286	776	398
Phatr3_J50127	27	135367	136470	+	1104	380	293	321	433	474	463	397	1807	285	545	2170	922
Phatr3_J50128	27	137926	138645	+	720	831	859	813	1098	1247	1109	996	5889	942	926	3571	1920
Phatr3_J50129	27	139274	140110	-	837	1097	964	1095	382	562	512	317	1856	413	235	713	498
Phatr3_J50130	27	141312	142094	-	783	438	411	406	299	470	323	383	1870	240	269	1061	504
Phatr3_J41016	27;27;27	142776;142953;143661	142855;143655;144533	+;+;+	1656	322	290	354	67	160	120	243	1044	271	354	1218	502
Phatr3_J50132	27;27;27	144609;146724;147353	146654;147283;149180	-;-;-	4434	5971	7009	7286	9287	14560	7695	6708	30340	5498	6876	22203	13859
Phatr3_J50133	27	149701	151590	-	1890	198	160	201	186	255	535	660	2272	857	871	3657	1064
Phatr3_EG01897	27	152655	153434	-	780	334	341	342	401	579	434	381	1719	279	253	987	483
Phatr3_EG01898	27	153461	154717	-	1257	212	224	216	226	331	291	169	753	161	172	589	303
Phatr3_J50135	27;27	155336;155637	155620;157292	+;+	1941	1299	1243	1232	1997	2925	2280	1053	5820	818	990	3678	1817
Phatr3_J50136	27;27	158252;158729	158651;159602	+;+	1274	651	733	690	1100	1433	860	886	4426	801	1432	4868	2433
Phatr3_J50137	27;27	160775;161096	161017;162241	+;+	1389	501	504	472	437	626	417	392	2049	403	423	1663	885
Phatr3_J50138	27;27;27;27;27	162501;163840;164281;165579;167517	163775;164208;165489;167417;167882	-;-;-;-;-	5058	1442	1179	1187	1245	1972	1334	896	4207	680	1010	3517	2307
Phatr3_J50139	27	168367	169344	+	978	299	296	295	297	406	471	225	1189	233	258	781	438
Phatr3_J50140	27;27;27	169568;170310;171515	170241;171421;171687	-;-;-	1959	791	661	632	554	838	520	673	3481	490	539	1855	956
Phatr3_J41026	27	172281	172922	-	642	138	124	100	93	155	94	86	514	95	124	559	273
Phatr3_EG00138	27;27	173386;173618	173476;174471	+;+	945	368	358	348	184	307	211	259	1435	247	355	1165	568
Phatr3_J50141	27	174539	175298	-	760	130	135	109	106	153	99	182	710	109	343	1225	627
Phatr3_EG02212	27;27	175709;178108	178034;178373	+;+	2592	1640	1572	1587	691	1319	622	1604	7802	1337	1390	5267	2469
Phatr3_J41029	27;27;27	178801;181720;184145	181640;184074;185486	+;+;+	6537	2409	2226	2384	1303	2331	1255	1613	9000	1396	1518	5114	2937
Phatr3_J41030	27;27	185676;186430	186306;186899	-;-	1101	92	81	83	74	87	152	56	246	59	49	142	82
Phatr3_EG00137	27;27	185743;185841	185828;186219	+;+	465	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J41031	27;27	187148;187872	187477;189221	+;+	1680	408	517	613	446	680	807	254	1138	224	320	1085	671
Phatr3_EG00139	27;27	188337;189290	189245;189574	-;-	1194	901	742	776	710	1276	959	579	3691	443	552	2082	875
Phatr3_J16595	27	189759	190871	-	1113	55	49	42	80	139	65	42	198	44	37	192	125
Phatr3_J50146	27;27	191297;191666	191613;193118	+;+	1770	288	338	425	303	339	529	170	845	156	211	760	443
Phatr3_EG00146	27;27	192339;192839	192800;192922	-;-	546	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J55153	27	193628	194317	+	690	372	365	318	261	460	281	336	1793	235	379	1142	522
Phatr3_J50148	27	194929	196062	+	1134	401	322	340	278	480	273	380	1987	338	374	1414	612
Phatr3_J50149	27;27	196188;197532	197452;197874	-;-	1608	286	313	296	137	211	104	123	528	94	147	567	303
Phatr3_J50150	27	198712	199422	-	711	287	267	233	101	203	110	424	1872	320	227	1044	510
Phatr3_J41038	27	199732	200709	+	978	156	155	138	77	101	97	88	431	71	83	321	142
Phatr3_J50151	27	201445	202461	+	1017	97	73	87	67	124	51	95	553	77	106	411	228
Phatr3_J23811	27	202531	204984	-	2454	497	506	502	190	288	254	576	2614	525	869	2907	1406
Phatr3_J50153	27;27	205794;207533	207327;207717	+;+	1719	285	290	313	223	368	256	118	804	147	337	1089	633
Phatr3_J41042	27;27	208670;209294	208789;211831	+;+	2658	999	919	1000	836	1264	759	888	4768	730	1105	3965	2004
Phatr3_J50155	27	212901	214651	+	1751	182	155	186	72	140	107	197	951	155	624	2485	943
Phatr3_J50156	27;27	214951;215194	215061;215607	-;-	525	445	375	451	383	516	308	380	1875	323	563	1792	821
Phatr3_EG01894	27;27;27;27	216186;216784;217006;218436	216675;216933;218343;218864	+;+;+;+	2407	790	790	902	1162	1536	921	844	4162	570	1378	4009	2966
Phatr3_EG01895	27	219034	221451	+	2418	1662	1833	1788	1726	2582	1624	1508	6901	1269	2169	7129	3690
Phatr3_J50158	27	221609	223454	-	1846	437	429	464	337	514	435	270	1447	282	276	1092	546
Phatr3_J50159	27;27	224012;224530	224512;225351	+;+	1323	292	275	314	236	413	298	200	955	192	249	945	446
Phatr3_J50160	27	225619	227991	-	2373	965	1150	1173	346	513	562	1114	4760	1172	704	2923	1052
Phatr3_EG00136	27	229133	235990	+	6858	3986	4548	4771	3170	5096	3921	3531	17370	3224	3114	11922	5346
Phatr3_J50162	27	236083	237687	-	1605	392	365	380	122	232	132	459	2517	466	487	1874	855
Phatr3_J50163	27	238185	238951	+	767	34	29	23	18	38	12	72	358	77	150	557	254
Phatr3_EG00135	27;27;27	239610;239851;240005	239845;239890;240103	+;+;+	375	15	33	28	19	29	7	12	114	18	43	70	59
Phatr3_EG00128	27	240481	240714	+	234	29	47	30	23	41	19	26	119	31	40	112	71
Phatr3_J50164	27;27	241473;241913	241853;244108	-;-	2577	74	78	110	38	52	35	2	4	0	12	58	28
Phatr3_J5132	27;27	245450;246282	246203;246526	+;+	999	547	571	605	602	986	487	609	2573	440	727	2522	1361
Phatr3_J16606	27	247598	248188	+	591	732	630	685	140	190	119	661	3232	556	554	1561	700
Phatr3_J41055	27	248391	249803	-	1413	531	431	436	379	634	388	328	1638	269	218	887	500
Phatr3_J41056	27	250310	251518	+	1209	463	453	357	275	473	295	240	1220	183	172	741	428
Phatr3_EG00145	27	251569	252354	-	786	105	101	93	69	104	84	103	435	117	93	406	173
Phatr3_J50167	27	253359	253997	-	639	202	157	193	126	180	115	149	775	186	215	757	390
Phatr3_J50168	27	254819	257341	+	2523	843	761	922	738	1278	625	529	2242	480	1130	4321	2363
Phatr3_J50169	27	257493	258737	+	1245	474	491	440	381	627	453	339	1709	346	466	1577	802
Phatr3_J50170	27	259024	259869	-	846	421	382	374	392	501	368	288	1467	260	348	1258	589
Phatr3_J50171	27	261348	263570	+	2223	46	34	33	50	71	32	16	70	34	36	115	84
Phatr3_J50172	27	264124	265557	-	1434	263	312	293	233	294	308	205	1021	195	246	896	489
Phatr3_J41063	27	265824	266672	+	849	53	43	41	25	53	41	26	62	20	178	692	362
Phatr3_J41064	27	266805	267815	-	1011	189	218	198	115	181	153	147	801	117	115	428	216
Phatr3_J50174	27	269104	271824	-	2721	1381	1181	1246	1239	1965	1823	972	5415	712	746	3097	1585
Phatr3_J50175	27;27;27	271784;272118;272380	271945;272354;274890	+;+;+	2910	2709	2730	3249	2196	2913	3058	2247	9600	1901	2260	7647	4076
Phatr3_J16603	27;27	274989;277733	277658;278065	-;-	3003	4176	3597	4038	5631	7203	6264	3256	16168	2231	2567	9487	5241
Phatr3_EG00144	27;27	278360;279255	279151;279305	-;-	843	1860	1412	1644	2051	2342	3610	1552	6506	878	1289	5227	2653
Phatr3_J41069	27;27	279721;279838	279756;280665	+;+	864	243	209	171	144	238	158	233	1116	223	201	820	342
Phatr3_J50177	27;27	280766;283077	282979;283163	-;-	2301	692	600	681	448	708	545	440	2387	414	485	1924	967
Phatr3_J41071	27;27	283358;284314	284230;284469	+;+	1029	322	313	333	471	508	623	269	1341	218	248	718	457
Phatr3_J50179	27;27	284907;286515	286369;286701	-;-	1650	853	749	752	1115	1811	1371	688	3893	607	486	1827	905
Phatr3_J23826	27	287063	289834	+	2772	670	685	690	860	1168	1105	563	2690	448	463	1702	904
Phatr3_EG00140	27;27	290973;291080	290995;291275	-;-	219	266	215	236	291	384	393	178	966	159	102	379	225
Phatr3_J50181	27;27	292226;293078	293002;293230	-;-	930	34	23	24	28	40	22	39	106	11	62	126	98
Phatr3_J50182	27;27	293642;294251	294168;295535	+;+	1812	1038	1017	997	852	1348	887	869	4240	760	940	3206	1728
Phatr3_J50183	27	295615	296922	-	1308	246	223	265	261	376	491	199	870	197	166	607	292
Phatr3_J50184	27	297779	298744	-	966	90	121	129	97	153	148	83	467	123	79	350	154
Phatr3_J50185	27	299692	300869	+	1178	165	148	182	135	272	127	158	682	123	218	741	332
Phatr3_J41079	27;27	300868;302171	301752;302956	-;-	1671	110	102	118	60	105	41	112	512	124	244	953	432
Phatr3_J52678	27;27;27;27	301833;303392;304020;305731	302963;303859;305639;310884	+;+;+;+	8373	2100	2686	2592	3789	6726	2821	1179	5555	983	1654	5700	4818
Phatr3_J50187	27;27	314724;314964	314870;315710	+;+	894	2	1	0	0	1	0	0	14	1	4	7	5
Phatr3_J41082	27;27	316772;317043	317014;317108	-;-	309	4	5	8	8	17	9	9	34	4	15	27	16
Phatr3_EG00142	27;27	317511;317895	317886;317980	-;-	462	3	3	7	0	0	2	5	19	4	10	30	14
Phatr3_J23830	27	317541	319118	+	1578	373	299	375	188	311	140	430	2495	478	924	3484	1029
Phatr3_J50189	27;27	319383;320284	320202;321437	-;-	1974	1197	1171	1249	1102	2006	892	950	4507	757	989	3819	1913
Phatr3_J23833	27	322136	322969	+	834	275	227	264	237	388	260	226	1366	203	304	1209	506
Phatr3_J50191	27;27	323386;323706	323624;323871	-;-	405	2637	1841	2047	1182	1744	1365	2047	11249	1884	2141	7953	3441
Phatr3_EG00130	27	324195	324740	+	546	62	64	59	57	109	32	58	264	53	69	340	164
Phatr3_EG00143	27;27	324982;325305	325219;325387	-;-	321	214	145	190	226	297	166	138	820	95	147	561	239
Phatr3_J30960	27	325823	326822	+	1000	1085	961	1223	1660	2152	1450	1217	6261	672	780	2537	1443
Phatr3_J41088	27	326827	327948	-	1122	265	180	243	200	317	158	206	1041	165	287	951	458
Phatr3_J50193	27	328323	329439	+	1117	239	261	256	75	110	71	173	768	149	295	1205	624
Phatr3_J50194	27	329495	330688	-	1194	353	351	426	160	295	245	273	1220	312	239	896	427
Phatr3_J41091	27	332218	332916	+	699	365	394	429	507	640	518	421	2122	301	368	1204	600
Phatr3_J41092	27	333010	333867	-	858	204	269	218	142	215	138	135	574	114	166	654	391
Phatr3_J50195	27	334333	334692	+	360	575	418	425	486	602	391	569	2679	386	530	1842	839
Phatr3_J41094	27	335619	336755	+	1137	990	977	946	2235	3792	2501	760	3442	696	1017	4173	1940
Phatr3_J50197	27	337997	338608	+	612	407	411	418	375	651	310	380	1840	245	331	1340	666
Phatr3_EG02214	27;27;27;27	339541;343969;356471;357348	343897;356076;357252;358310	+;+;+;+	18210	5804	5546	6747	19582	23601	25886	4798	22428	3764	2309	7515	6767
Phatr3_J41098	27;27	358501;358913	358835;359264	-;-	687	1	4	0	3	7	5	1	4	0	2	8	5
Phatr3_J50200	27	359813	362425	-	2613	135	92	91	69	160	71	84	408	68	77	216	114
Phatr3_J50201	27	363152	364339	+	1188	39	30	41	28	35	34	17	118	34	19	62	46
Phatr3_J30967	27;27	364478;366282	365978;366400	-;-	1620	115	111	85	137	266	268	69	437	72	54	230	126
Phatr3_J16648	27;27	367147;367550	367442;368066	+;+	813	60	56	53	48	54	67	32	148	38	26	88	59
Phatr3_J55157	27	368157	368750	-	594	28	35	39	6	9	5	39	122	42	58	210	64
Phatr3_J23850	27;27	369480;370171	370058;371624	+;+	2033	211	221	245	97	124	161	70	418	100	64	308	130
Phatr3_J41106	27;27	371852;371989	371907;372736	+;+	804	0	0	0	0	0	0	0	0	0	0	3	0
Phatr3_J50206	27;27	372016;373367	373235;373880	-;-	1734	8	6	7	26	28	21	5	23	8	25	88	64
Phatr3_J30977	27;27	374714;375058	374975;376256	+;+	1461	309	287	358	234	398	258	235	1233	236	233	816	410
Phatr3_J41109	27	376484	377512	-	1029	13	12	13	11	12	7	8	17	9	19	41	20
Phatr3_J50208	27	378206	379408	+	1203	144	113	115	54	90	71	52	312	47	50	218	141
Phatr3_J50209	27	379601	380830	-	1230	9	10	6	3	10	4	2	30	3	12	31	20
Phatr3_J50210	27;27	383361;384504	384427;385035	-;-	1599	164	168	192	87	108	117	65	257	60	63	137	111
Phatr3_J50211	27;27;27;27	390608;392700;393355;394166	392357;393214;393808;395187	+;+;+;+	3741	2	0	0	0	0	0	0	0	0	0	3	1
Phatr3_EG00133	27;27;27	396186;396461;396557	396331;396509;396961	+;+;+	600	0	0	1	0	0	0	0	0	0	0	0	0
Phatr3_EG00131	27;27	397061;397109	397091;397395	+;+	318	0	0	0	1	0	0	0	2	0	0	4	1
Phatr3_J50212	27	401881	402825	-	945	500	415	524	247	353	291	326	1762	282	216	919	422
Phatr3_J50213	27	403618	404246	-	629	81	78	80	75	102	58	83	436	77	76	287	129
Phatr3_J41116	28	3636	4118	+	483	0	2	0	0	0	1	0	0	0	3	3	1
Phatr3_J41117	28;28;28;28	4155;4553;5796;6396	4445;5498;6056;6787	+;+;+;+	1890	0	0	0	0	0	0	0	0	0	1	1	2
Phatr3_J50214	28;28	9387;9826	9752;12292	+;+	2833	2611	2145	2801	1258	1700	2015	749	3319	803	844	3121	1945
Phatr3_J50215	28;28	12413;12816	12733;13730	+;+	1236	2449	2327	2659	1383	1907	1420	1688	6693	1344	1418	4884	2974
Phatr3_J50216	28	14113	15348	-	1236	5	5	4	1	2	1	2	10	8	4	17	3
Phatr3_J50217	28	16308	17405	-	1098	56	74	77	82	75	86	48	260	59	47	133	57
Phatr3_J50218	28;28	18412;19810	19739;24233	+;+	5752	139	142	134	107	217	120	127	701	169	120	485	254
Phatr3_EG00162	28;28;28	22486;23148;24308	23078;24218;24887	-;-;-	2244	7	10	4	4	6	6	5	12	12	4	25	8
Phatr3_J41125	28;28	25956;26177	26087;26389	-;-	345	4	5	4	11	6	6	7	41	2	18	36	20
Phatr3_EG00150	28;28	26966;27058	26986;27654	+;+	618	78	45	68	74	134	72	101	417	72	113	382	170
Phatr3_J50220	28	27680	29410	-	1731	10	23	16	18	32	29	11	50	14	8	30	15
Phatr3_J50221	28;28;28	31212;31636;32325	31284;32242;34699	+;+;+	3055	75	77	126	60	98	100	63	301	60	51	165	109
Phatr3_J8044	28	34069	34629	-	561	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J52684	28;28	34987;35629	35536;36017	-;-	939	1	3	3	1	6	1	0	9	1	1	4	1
Phatr3_J41129	28;28	36837;37321	36984;37955	-;-	783	2	0	8	4	1	2	1	3	1	1	9	0
Phatr3_J41130	28;28	38477;38862	38768;39562	+;+	993	161	183	208	81	145	94	175	858	169	119	460	188
Phatr3_J50224	28;28	41025;41517	41387;41899	+;+	746	1824	1652	1507	392	572	253	1449	7730	1455	474	1740	732
Phatr3_J16807	28	43451	44332	+	882	519	485	509	378	564	389	407	2137	341	381	1765	934
Phatr3_EG00161	28	44477	44764	-	288	807	842	899	970	960	1370	952	4752	950	693	3000	1222
Phatr3_EG02501	28;28	45509;45847	45748;49368	+;+	3762	1869	1856	1730	2147	3115	2440	1476	7093	1338	1265	4625	2458
Phatr3_EG02591	28	49897	52869	+	2973	952	954	1062	848	1200	913	687	3237	618	708	2411	1395
Phatr3_J50229	28	52945	54507	-	1563	650	597	580	471	754	454	482	2515	404	491	1588	812
Phatr3_J23862	28	55460	56584	+	1125	288	285	323	287	381	310	196	1247	235	194	744	367
Phatr3_J52685	28	56826	58994	-	2169	3553	4162	3238	1116	1549	1442	2771	9954	2488	2573	9344	4400
Phatr3_J23865	28;28	60086;60980	60908;62319	-;-	2163	1723	1924	1888	1968	2665	2928	1651	7142	1331	1130	4266	2247
Phatr3_J16803	28	62775	64610	+	1836	730	923	840	950	1283	1163	724	3263	509	652	2556	1375
Phatr3_J23871	28;28	64821;65232	65152;66221	+;+	1322	876	814	912	1105	1295	1250	779	3536	541	995	3616	1907
Phatr3_J50235	28	66272	67216	-	945	271	217	245	94	153	78	197	1227	233	254	830	380
Phatr3_J50236	28;28	67765;68075	67868;68909	+;+	939	4276	3588	3906	2000	2352	2637	2631	13264	2439	2398	8229	4719
Phatr3_J50237	28	68995	70179	-	1185	484	511	480	389	735	269	343	1839	301	403	1651	842
Phatr3_J50238	28;28;28;28;28;28	70649;71045;71206;71537;71927;72785	70947;71129;71460;71850;72704;73068	+;+;+;+;+;+	2015	2061	2048	1953	1397	2160	1481	1276	6832	1038	1079	3621	2022
Phatr3_J50239	28;28;28	73304;73516;74113	73440;74027;74597	-;-;-	1134	1301	1211	1119	1708	2541	1268	1096	5231	729	1193	4392	2427
Phatr3_J50240	28	75981	76868	+	888	4703	3707	4213	4374	7493	3648	2778	13573	1863	2757	8621	5539
Phatr3_EG00153	28;28;28;28	77488;77671;78132;78273	77579;78055;78196;78393	+;+;+;+	663	343	310	284	296	360	249	270	1362	264	242	872	498
Phatr3_J50241	28	78439	81138	-	2700	1045	856	993	467	804	419	871	4044	786	887	2932	1798
Phatr3_J41149	28;28	82063;82413	82317;82466	+;+	309	343	370	436	246	350	413	249	1281	264	122	538	227
Phatr3_J41150	28;28	82801;83405	83323;83925	-;-	1044	342	305	294	221	335	212	334	1758	248	331	1330	570
Phatr3_J16688	28;28	84032;85084	85013;85679	+;+	1578	906	874	993	1246	1700	1735	678	3466	534	519	1985	1026
Phatr3_EG00163	28;28	85710;86663	86564;87796	-;-	1989	448	431	427	384	622	356	257	1574	289	335	1117	765
Phatr3_J55162	28;28	88107;89152	89069;89659	+;+	1471	1639	1393	1423	1541	2394	1773	1122	5147	960	1386	5379	3463
Phatr3_J50245	28	89698	91083	-	1386	1451	1334	1370	1500	2336	1427	1246	6052	891	1115	4013	2141
Phatr3_J50246	28	91559	94030	+	2472	2090	2073	2388	3928	4823	3835	1980	9389	1157	1363	4844	2977
Phatr3_EG02216	28;28	94150;95645	95285;96656	-;-	2148	696	677	717	494	741	856	471	2165	343	850	3201	1568
Phatr3_J42361	28	97191	98606	+	1416	804	666	760	665	937	768	607	3126	470	408	1467	817
Phatr3_EG00160	28;28	97391;97889	97819;98008	-;-	549	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J16798	28;28	98866;99417	99329;99705	-;-	753	1472	1401	1563	1480	2046	1266	1127	5561	1008	1800	6395	3321
Phatr3_J1719	28	100248	101909	-	1662	1609	1249	1435	1343	2002	1692	1392	7016	1258	1222	4533	2049
Phatr3_J50250	28	102879	104453	+	1575	1074	1109	1119	1230	1853	1142	1173	5348	944	912	3574	1721
Phatr3_J50251	28	105803	106837	+	1035	18604	23772	23079	19457	28864	14400	21549	90684	16200	18719	65229	39097
Phatr3_J50252	28	107611	109050	-	1440	24	19	14	29	52	16	15	84	14	67	200	126
Phatr3_J50253	28	110146	111819	+	1674	422	366	391	544	846	473	406	1893	316	457	1774	886
Phatr3_J50254	28	111939	113555	-	1617	196	275	230	206	343	179	311	1453	320	200	768	384
Phatr3_EG00151	28;28	113236;113668	113573;113686	+;+	357	22	23	13	14	19	20	10	60	22	18	62	21
Phatr3_J50255	28;28;28	114396;115220;115816	115133;115697;117238	+;+;+	2639	526	625	677	640	852	773	730	3736	685	643	2234	1068
Phatr3_J41167	28;28;28;28;28	117242;118293;118712;119839;119957	118221;118640;119747;119916;121948	-;-;-;-;-	4434	1741	1651	1573	1586	2675	1644	1262	6233	921	1098	3955	2205
Phatr3_J50256	28;28	122277;122741	122619;123250	+;+	853	887	1011	953	172	235	132	921	4037	768	329	1453	631
Phatr3_J50257	28;28	123241;124050	123982;126010	-;-	2703	1837	1639	1894	1659	2674	1327	1542	7710	1122	2226	7404	4355
